,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
202305,  -5.42,  13.45,  -5.76, -10.15,   8.44,  -9.44,   0.34,  -3.87,  -6.28,  -3.02
202306,   2.27,  24.63,  10.55,   6.34,   5.88,   4.62,   7.77,   4.57,   2.38,   7.30
202307,   2.25,   2.67,   3.05,   7.40,   4.20,   0.37,   2.22,  -0.31,   2.60,   5.27
202308,  -3.98,  -4.37,  -2.57,   1.37,  -1.74,   0.13,  -0.59,  -0.37,  -5.79,  -3.58
202309,  -5.01,  -2.60,  -7.20,   3.03,  -6.05,  -3.22,  -5.68,  -4.79,  -5.29,  -3.53
202310,  -3.58, -17.94,  -2.92,  -6.22,  -1.69,  -0.81,   0.36,  -4.73,   0.95,  -2.78
202311,   4.63,  15.68,   8.40,  -2.03,  11.86,   6.86,   6.99,   5.66,   4.53,  10.20
202312,   3.23,   6.44,   6.23,   0.06,   4.59,   2.18,   5.69,   6.82,   1.44,   6.47
202401,  -1.85, -17.91,  -1.35,  -0.18,   3.07,   3.96,   1.20,   3.34,  -3.14,   0.91
202402,   1.73,   6.99,   5.06,   2.46,   6.13,  -2.81,   9.38,   4.51,   1.92,   4.44
202403,   2.51,  -5.58,   4.36,  10.11,   2.32,   3.05,   2.58,   2.09,   6.71,   4.39
202404,  -1.61,  -0.97,  -3.99,  -0.67,  -4.43,  -7.08,  -4.77,  -5.99,   1.42,  -4.65
202405,   1.32,  -0.88,   2.78,  -1.10,   8.00,   3.64,   2.33,   3.02,   7.58,   3.12
202406,  -2.88,   6.07,  -1.95,  -2.16,   7.52,  -0.61,   3.49,   2.85,  -4.50,  -0.27
202407,   4.70,  11.54,   3.32,   1.98,  -1.76,   3.17,   0.49,   0.67,   6.24,   6.12
202408,   3.99,  -5.27,   1.65,  -3.56,   1.29,   1.12,   1.22,   6.31,   4.04,   2.89
202409,   0.43,  14.21,   2.71,  -3.24,   2.91,   5.61,   3.63,  -1.89,   5.16,   0.54


  Average Equal Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,   1.01,   3.59,   2.07,  -2.28,   2.03,   1.31,   0.43,   1.86,   4.63,  -0.06
192608,   4.86,  -0.04,   1.79,   4.27,   2.45,   1.08,  -0.19,   5.57,  -2.18,   4.33
192609,  -0.48,  -3.96,   0.08,  -3.90,  -0.03,  -0.86,  -0.96,   0.48,   1.57,  -1.07
192610,  -2.73,  -9.89,  -5.35,   2.57,  -5.91,  -1.49,  -3.58,  -0.46,  -3.27,  -2.73
192611,   5.81,  -0.78,   1.33,   1.38,   1.23,   1.48,   1.06,   6.64,   5.52,   0.73
192612,  -0.22,   4.27,   2.72,   4.43,   0.57,   0.53,   2.50,  -0.37,   1.06,   0.53
192701,  -1.68,  -2.58,   0.54,   3.55,   0.24,   0.13,  -2.55,   5.58,  -0.65,   4.89
192702,   3.24,   5.55,   6.12,   4.08,   8.24,   6.98,   4.73,   1.94,   4.66,   7.51
192703,  -3.74,  -2.86,  -1.74,  -9.59,  -2.55,   0.32,   0.08,  -0.54,   1.61,  -0.58
192704,   0.88,  -1.42,   1.35,  -4.11,   2.04,  -0.02,   2.84,   5.30,   1.43,   1.03
192705,   7.01,   3.78,   6.00,   7.25,   2.83,   1.60,   1.87,   4.25,   9.11,   7.88
192706,  -2.62,  -4.48,  -4.16,  -0.66,   0.72,  -3.64,  -2.06,   2.88,  -3.80,  -1.96
192707,   6.30,   5.86,   7.58,   2.04,   7.44,   4.36,   5.61,   8.10,   3.90,   4.29
192708,   1.02,   1.42,   0.50,  -2.17,  -1.84,   1.31,   2.77,  -0.31,   5.99,  -1.72
192709,   2.46,  -1.33,   0.87,   3.62,   3.54,   4.15,   3.48,   5.70,   8.94,   3.39
192710,  -1.88,  -3.85,  -4.82,  -4.62,  -3.88,  -2.75,  -4.08,   4.43,  -4.89,  -4.65
192711,   7.24,  10.98,  14.18,   9.65,  14.63,   3.66,   8.43,   4.73,   5.79,   7.39
192712,   2.88,   6.07,   4.31,  -0.22,   0.33,   2.39,   1.52,  -2.05,   1.37,   1.55
192801,   4.09,  -2.13,   5.03,  -0.58,   1.76,  -2.10,   3.64,   1.03,   8.52,   2.92
192802,  -2.53,  -2.67,  -2.95,  -2.18,  -0.12,  -0.38,  -1.68,  -2.12,  -1.78,  -3.28
192803,   5.06,  14.49,   6.00,   5.95,  12.90,   2.16,   5.91,   8.44,   4.59,   5.68
192804,   3.34,   5.10,   7.98,  25.95,   4.78,   2.16,   4.94,   3.03,  10.65,   7.58
192805,   2.82,   8.73,   3.40,  -3.53,  11.64,   6.53,   4.44,   6.74,   1.51,   4.18
192806,  -7.79, -11.88,  -8.06,  -6.37,  -5.37,  -7.17,  -5.28,  -2.30,  -4.10,  -6.13
192807,   0.02,  -0.04,  -0.01,   1.66,   0.11,  -0.36,   2.97,  -1.10,  -1.41,  -1.16
192808,   4.56,  10.38,   7.34,   0.85,   5.32,   2.33,   7.47,   8.95,   5.49,   4.11
192809,   2.66,   7.29,   7.16,   7.30,   2.70,  -0.43,   3.05,  -0.36,   4.71,   2.63
192810,   2.95,   0.40,   1.04,   2.18,   1.73,   7.27,   4.21,  -0.04,  -2.51,  -0.12
192811,   8.37,  11.61,  12.68,  14.42,  14.00,   8.89,  10.11,   3.11,  18.08,  10.31
192812,  -1.38,   1.42,   1.55,  -7.31,   3.09,  -2.94,  -0.42,  -0.75,   2.10,  -1.87
192901,   2.06,   3.11,   5.89,  -6.46,   7.36,   7.56,  -2.49,   4.31,  15.33,   4.75
192902,  -1.65,  -1.15,   2.30,   0.83,   5.30,  -1.51,  -0.73,  -0.53,  -1.62,   1.09
192903,  -5.98,  -7.40,  -3.29,   4.69,   4.94,   9.38,  -6.28,  -0.85,  -2.43,  -4.56
192904,   2.20,  -2.12,   0.92,   1.13,   4.69,  -2.85,   0.51,   2.13,   3.79,   1.54
192905,  -8.20, -14.12, -13.29,  -8.44,  -4.51,  -7.24,  -8.98,  -7.41,   2.59,  -6.71
192906,   4.08,   6.63,  11.48,   2.77,  12.98,   5.57,   7.16,   4.34,  22.56,   4.82
192907,   0.75,  -1.75,   1.74,   1.42,   6.51,  10.09,   0.69,   2.86,   7.38,   2.60
192908,  -0.27,  -2.39,   3.11,   3.06,   6.78,   5.06,   3.94,  -0.97,  10.11,   3.14
192909,  -4.03,  -9.94,  -5.51,  -3.95,  -2.72,  -3.49,  -3.64,  -6.25,   2.37,  -4.66
192910, -17.04, -29.74, -22.32, -16.50, -26.70, -12.29, -23.16, -17.40, -30.47, -15.16
192911, -13.01, -15.09, -12.99,  -9.53, -20.66,  -8.86, -13.52,  -5.23, -12.61, -11.14
192912,  -5.62,  -1.88,  -4.14,  -6.17,   3.40,   1.72,  -7.44,   2.88,   8.54,  -1.97
193001,   8.86,  16.85,  14.07,   4.16,   9.70,   3.12,   8.61,   2.02,   5.33,   9.97
193002,   3.64,   4.71,   4.23,  -3.34,   7.11,   5.48,  -1.69,   5.19,   8.85,   3.91
193003,   7.05,  16.13,  10.19,  24.68,  10.76,   3.12,   1.99,   6.96,  10.43,   7.17
193004,  -5.28, -11.44,  -8.74,   1.23,  -0.97,   0.10,   1.92,  -3.42,   1.16,  -5.73
193005,  -2.87,  -6.60,  -4.19,  -6.02,  -7.10,  -2.33,  -3.15,  -2.27,  -2.06,  -3.71
193006, -15.38, -28.21, -19.65, -17.97, -25.39, -11.15, -18.57, -14.99, -18.01, -16.95
193007,   1.73,   8.69,   4.35,   2.17,   6.56,   4.37,   0.51,   8.84,   3.73,   2.69
193008,  -0.96,  -5.72,  -2.87,  -4.94,   0.10,   1.18,   0.51,   0.76,   0.94,  -2.07
193009, -13.14, -20.63, -16.72, -17.76, -22.19,  -6.21, -10.87,  -6.61, -12.17, -15.46
193010,  -4.02, -15.66, -10.86, -13.19, -15.46,  -3.51, -12.17,  -5.37,  -9.89,  -9.66
193011,  -1.49,   6.01,  -2.70,  -6.86,  -0.85,  -2.39,  -1.87,  -3.08,  -6.52,  -4.51
193012, -12.70, -11.20, -15.38, -19.67, -13.62,  -3.54, -16.56, -10.77,  -5.04, -14.87
193101,  14.78,  14.24,  11.18,  17.66,  15.03,   3.90,   9.57,   7.84,   4.91,  18.11
193102,  13.11,  22.73,  16.81,  14.14,  23.45,   6.01,  16.80,  15.77,  15.21,  10.90
193103,  -1.02,  -5.50,  -8.59, -13.03, -11.87,  -1.96,  -1.56,  -0.15,  -4.83,  -9.26
193104, -14.41, -20.45, -17.84, -17.88, -16.39,  -7.88, -10.60, -11.54, -10.23, -14.27
193105,  -9.88, -17.29, -16.61, -17.54, -12.02,  -8.23,  -9.73, -16.31, -11.92, -16.06
193106,  14.72,  18.50,  21.00,  20.90,  15.50,   9.43,   6.73,  11.10,   9.68,  21.53
193107,  -2.52,  -6.90,  -9.83,  -6.95,  -9.97,  -1.44,  -4.05,  -3.40,  -2.97,  -9.12
193108,  -2.51,  -3.70,  -3.49,   8.58,  -2.49,  -0.20,  -0.36,  -1.42,   0.56,  -4.65
193109, -27.81, -35.22, -32.73, -32.27, -38.33, -18.49, -29.25, -33.00, -32.39, -28.57
193110,  10.05,  13.03,  12.14,  10.66,  13.85,   0.41,   7.09,  13.09,   7.50,   4.70
193111,  -7.79,  -1.17,  -9.59,  -8.08, -10.29, -13.82,  -9.35,  -9.46,  -4.77, -13.71
193112, -13.81, -17.91, -18.82, -22.14, -19.89, -15.05, -20.90, -12.77, -13.34, -22.32
193201,   6.13,   8.47,   6.23,   8.77,   6.64,  -1.95,   5.49,   0.85,  -2.61,  15.36
193202,   2.64,   2.06,   1.09,   4.24,   3.33,   5.31,   1.01,  -2.17,   5.13,   0.84
193203,  -7.99, -16.67, -12.79,  -4.35, -16.15,  -5.85, -16.34, -10.25, -11.06, -15.33
193204, -16.27, -27.66, -19.97, -12.50, -23.44, -21.11, -10.44, -13.78, -16.78, -18.63
193205, -16.53, -24.10, -20.49, -10.09, -19.93, -18.44, -22.10, -26.89, -29.94, -24.84
193206,   7.10,   3.77,   4.77,   1.88,   6.01, -12.14,   1.66,   3.82,  -1.47,   0.66
193207,  35.83,  37.50,  46.65,  47.60,  46.06,  29.35,  23.74,  30.64,  36.23,  56.27
193208,  58.65,  74.69,  69.95,  43.10,  53.76,  36.21,  67.65,  39.48,  65.32,  76.06
193209,  -5.43,   2.67,  -6.52,  -8.05,  -8.14,   0.84,  -4.43,  -3.65,  -8.35,  -8.13
193210, -13.92, -22.89, -18.44,  -8.57, -18.75, -12.47, -15.01, -17.15, -14.12, -17.91
193211,  -7.63,  -8.09,  -4.62,  -4.62,  -8.85,  -1.24,  -7.09,  -4.47,  -6.81, -10.54
193212,  -3.01,  -5.89,  -3.89,  -5.24,  -2.96,  -1.59,  -6.11,  -1.57,   2.43,  -4.77
193301,   3.40,   2.10,   4.25,  -1.63,   5.57,  -1.25,   0.35,  -1.60,  -6.00,   7.47
193302,  -8.17, -25.61, -17.18,  -9.58, -16.68, -12.29, -18.68, -11.77, -21.98, -16.28
193303,  13.47,   4.49,  15.20,   8.40,   9.45,  -2.66,  17.28,   4.44, -13.02,   2.82
193304,  56.04,  63.74,  59.73,  38.99,  54.60,  33.77,  43.35,  22.88,  34.62,  42.44
193305,  46.54,  81.26,  61.53,  60.50,  50.51,  19.21,  64.56,  34.24,  45.11,  65.75
193306,  22.71,  32.29,  20.16,  21.79,  15.86,  11.73,  24.42,   8.41,  20.17,  22.46
193307,  -9.17, -13.23, -10.48, -14.33,  -6.70,   0.47, -13.04, -18.53, -17.53,  -2.03
193308,  10.39,  14.58,  13.02,  15.20,  15.62,   6.11,  10.03,   3.16,   1.32,   7.75
193309, -14.19, -17.03, -14.61,  -9.25, -14.99,  -9.40, -15.68,  -7.89, -23.43, -17.85
193310,  -8.79, -13.45, -10.83,  -9.73, -13.07,  -8.34, -10.71,  -5.05, -10.64, -12.03
193311,   3.42,  11.10,   9.13,   6.71,   9.82,   3.71,   7.98,   6.07,  -1.20,   3.01
193312,  -0.53,   9.08,   3.45,  -7.09,  10.14,  -1.18,   1.07, -11.48,  -2.60,   1.10
193401,  26.76,  39.60,  29.62,  30.94,  35.40,  12.92,  36.65,  28.44,  27.79,  35.81
193402,  -0.46,   3.62,   1.00,   0.00,  -5.12,  -2.37,   7.62,  -4.29,  -0.17,   0.64
193403,   1.00,  -1.64,   0.14,  -3.29,   3.16,  -3.16,   5.04,  -2.47,  -1.80,   0.48
193404,   2.28,  -7.92,   0.08,   0.72,  -2.22,  -2.16,   0.51,   1.14,  -3.42,   0.47
193405,  -8.43, -14.69, -12.80,  -9.44,  -8.78,  -7.05, -12.95, -10.13, -11.21,  -9.38
193406,   1.41,  -5.98,   1.19,   1.04,   3.91,   1.16,  -0.35,   0.82,   2.51,  -2.74
193407, -14.84, -21.54, -19.28, -16.84, -17.10, -10.08, -16.31, -12.50, -22.75, -22.54
193408,   7.36,  10.01,  11.44,   8.84,   9.78,   0.10,   8.12,   1.80,   3.72,  10.45
193409,  -0.76,  -3.60,  -2.99,  -1.94,  -1.21,  -0.42,   4.74,  -1.84,   0.31,  -1.53
193410,  -2.25,  -1.45,  -2.28,  -4.31,  -0.17,  -5.58,   5.49,   1.75,  -7.90,  -4.69
193411,  10.79,  26.83,  19.19,   7.48,  16.11,  -0.60,  10.76,   4.19,   0.15,   6.23
193412,  -0.31,   5.11,   3.95,  -0.78,  -0.65,   1.92,   1.27,  -0.26,  -9.31,  -0.77
193501,  -2.64,  -7.65,  -2.58,  -0.61,  -5.05,  -3.80,  -2.95,  -1.60,  -3.72,  -4.65
193502,  -2.27,  -5.58,  -4.84,  -3.68,  -1.32,  -3.70,  -7.34,  -1.68, -16.42,  -9.44
193503,  -8.83,  -9.78,  -8.15,  -7.57,  -6.98,  -3.23,  -7.21,  -5.06,  11.66,  -8.64
193504,   7.73,  13.65,  10.27,  14.17,  12.59,  10.00,   2.92,   3.23,  10.04,  10.36
193505,   2.53,  -2.72,   2.05,  -0.63,   1.52,   5.24,   1.30,  -1.95,  22.24,   2.94
193506,   2.14,   9.00,   4.72,   0.20,  11.16,   5.54,   2.77,   3.64,   3.15,   3.16
193507,   4.87,  20.52,  14.33,   2.56,  14.91,   8.06,  10.47,   9.97,  15.22,   9.46
193508,   5.34,   5.13,   5.37,   8.35,   3.02,   5.32,  11.66,  -0.01,  20.05,  13.86
193509,   3.97,  12.64,   4.08,  -2.63,   4.70,  -0.47,  -1.86,   5.55,  -7.96,  -0.99
193510,   4.94,  13.48,   8.83,  10.70,  16.97,  12.17,  10.62,  10.01,  19.43,   2.81
193511,   9.08,  11.70,  11.78,  14.45,   9.73,   8.77,  10.74,   0.89,   1.02,  29.81
193512,   2.15,   5.79,   7.96,  14.60,   9.03,   1.06,  -0.97,   8.18,   7.62,   3.42
193601,  13.33,  10.56,  11.66,  24.20,  10.06,   4.91,   7.49,  13.92,  19.42,  23.13
193602,   1.55,  10.23,   6.90,   2.57,   3.28,   5.31,   0.97,   0.73,  -8.46,   4.96
193603,  -1.08,   6.24,   0.38,   0.92,  -0.16,  -3.44,   3.63,   3.19,   5.65,  -1.57
193604, -10.66, -16.73, -13.33, -12.25, -10.57,  -8.62, -11.15, -14.15, -10.39, -12.46
193605,   2.49,   4.08,   5.92,  -1.46,   6.57,   3.05,   7.57,   5.71,  10.76,   6.32
193606,   0.50,   0.64,  -1.71,  -0.17,  -0.21,   2.08,   1.80,   0.45,   1.84,  -1.09
193607,   5.34,   7.14,   9.26,   5.41,   9.85,   1.67,  10.45,   5.87,  10.10,   7.19
193608,   0.68,   2.38,   3.19,   0.41,   0.05,   1.33,   3.33,  -1.49,  -1.71,   2.17
193609,   1.84,   4.15,   2.57,   6.60,   4.82,   1.79,   5.70,   0.32,   0.22,   2.04
193610,   5.67,   4.22,   7.04,   8.31,   4.62,   4.27,   8.60,   3.41,   3.24,   6.23
193611,   8.97,   3.55,  10.36,   8.06,   6.18,   4.62,  15.09,   4.94,  -2.94,   7.88
193612,   0.03,  -5.68,   5.51,  12.73,  -1.27,  -3.91,  -7.45,  -3.46,   1.27,   3.04
193701,   5.33,  11.21,  10.46,   7.16,   4.83,  -0.76,   3.28,   8.92,   7.67,   6.67
193702,   0.98,   2.27,   2.69,  -1.25,   1.05,  -2.82,   3.59,  -3.92,  -4.47,   6.56
193703,  -1.43,  -3.69,   1.57,   4.72,  -5.25,  -2.76,  -3.13,  -3.81,  -7.71,   1.29
193704,  -9.00, -11.56, -10.47,  -8.13,  -9.50,  -7.31, -10.86,  -5.45, -10.34, -11.54
193705,  -2.60,  -4.09,  -0.47,  -2.85,   1.06,  -2.69,  -4.29,  -0.84,  -6.95,  -4.77
193706,  -6.90, -10.16,  -6.79,  -6.44,  -5.70,  -7.10,  -6.09,  -7.41,  -7.07, -12.50
193707,   6.78,  14.30,   9.70,   7.56,   8.83,   6.59,   9.52,   6.04,  23.05,  10.35
193708,  -4.16,  -6.44,  -5.26,  -6.66,  -2.31,  -2.52,  -5.62,  -4.85, -11.29,  -6.88
193709, -17.46, -22.38, -21.95, -19.36, -21.06, -11.36, -18.93, -13.12, -16.42, -19.74
193710,  -8.96, -13.50, -12.97,  -6.85, -12.55,  -7.32,  -9.00,  -5.02,  -3.06,  -9.50
193711, -11.31, -16.15, -11.84, -12.25, -12.08,  -6.64, -14.92, -10.55,  -0.61, -10.07
193712,  -8.60, -19.66,  -9.71,  -7.34,  -7.02,  -7.77, -13.95,  -7.39, -13.31, -13.80
193801,   5.97,  10.72,   2.75,   2.49,   2.74,   1.79,   5.16,   3.90,  -8.35,   3.96
193802,   3.89,   4.10,   8.40,   5.94,   9.79,   2.36,   4.06,   4.76,   6.80,   4.13
193803, -24.55, -32.90, -30.10, -28.34, -30.58, -23.72, -26.72, -16.86, -27.48, -31.41
193804,  16.90,  21.85,  21.47,  18.27,  22.37,  15.24,  18.27,  13.38,  21.53,  21.24
193805,  -5.36, -12.52,  -8.95,  -9.26,  -6.78,  -0.86,  -5.76,  -2.87,   2.23,  -6.28
193806,  23.40,  40.14,  37.31,  28.27,  33.41,  19.09,  29.88,  14.87,  23.36,  27.07
193807,  12.45,  19.63,  10.49,  11.60,  13.41,   5.86,  14.22,   6.33,   0.78,  12.96
193808,  -7.00,  -2.04,  -5.06, -10.20,  -4.02,  -4.85,  -5.66,  -3.21,  -9.27,  -9.43
193809,  -2.79,  -1.21,  -1.12,  -1.33,  -1.14,  -3.58,  -1.36,  -2.29,   1.00,  -3.12
193810,  10.99,  17.95,  16.12,   6.41,  14.31,   2.08,  13.01,   9.52,  28.22,  14.25
193811,  -4.00,  -5.93,  -2.18,  -3.17,  -5.00,  -1.19,  -1.24,   1.11, -10.58,  -7.47
193812,  -1.05,  -0.37,   5.47,   1.98,   5.98,  -0.61,  -0.03,  -0.57,   3.29,   4.11
193901,  -5.03,  -9.46, -10.36,  -8.21,  -9.32,  -2.31,  -3.74,  -5.59,  -1.96,  -7.82
193902,   3.73,   5.23,   3.67,   0.44,   3.26,   2.61,   5.89,   4.51,   9.11,   3.64
193903, -12.58, -22.20, -21.24, -14.42, -20.04,  -6.15, -14.19,  -8.54, -18.42, -17.59
193904,   1.52,   0.37,  -0.55,   0.28,  -0.60,   2.94,   0.10,  -0.39,   2.30,  -1.77
193905,   5.93,   7.46,   9.50,   3.71,  10.55,  10.00,  14.18,   5.75,   9.80,   6.43
193906,  -5.58, -11.55, -10.35,  -6.11, -12.13,  -8.01,  -4.65,  -3.37,  -8.03, -10.72
193907,  10.38,  18.70,  16.72,   5.37,  17.44,  15.14,   9.69,   8.08,  17.58,  12.10
193908,  -9.34, -12.68, -11.83,  -6.49, -12.51,  -8.68, -11.37, -10.71,  -8.62, -11.32
193909,  35.93,  38.41,  41.06,  71.32,  21.09,   9.20,  13.14,  14.49,   9.25,  56.35
193910,  -0.85,   0.70,  -1.21,  -5.89,  -1.04,   3.11,   6.00,   2.71,  -0.24,  -3.48
193911,  -6.13,  -7.57,  -9.75, -14.28,  -5.59,  -0.50,  -4.97,  -3.69,  -6.24, -11.00
193912,   2.33,   0.81,   3.07,  -1.90,  -0.09,   5.07,  -1.94,  -0.06,   0.14,  -1.57
194001,   1.04,  -2.05,  -4.61,  -1.28,  -1.35,  -1.68,  -1.52,  -1.29,  -4.29,  -1.06
194002,   4.27,   3.81,   3.15,   1.07,   1.81,   4.29,   3.48,   1.19,  -2.32,   1.36
194003,  -0.65,   5.14,   1.59,   0.84,   4.28,   2.30,   5.78,   4.51,   5.51,   3.13
194004,   3.03,  -1.74,   2.07,   3.58,  -0.10,  -1.81,  -0.43,   1.55,  -4.15,  -0.02
194005, -27.10, -28.32, -27.18, -27.54, -24.11, -23.87, -27.79, -22.77, -25.68, -28.12
194006,   4.41,   7.57,   4.86,   6.70,   3.02,   9.00,   7.64,   3.24,  29.19,   5.66
194007,   1.50,   3.45,   4.67,   2.71,   4.90,   0.54,   5.03,   1.34,  -2.83,   4.07
194008,   1.05,   4.35,   2.49,   0.11,   5.66,   1.83,   2.57,  -1.46,  -2.15,   0.83
194009,   1.47,   6.56,   4.87,   2.88,   2.49,   0.80,   3.63,   4.02,  -2.49,   2.71
194010,   1.91,   7.94,   6.63,   3.45,   6.28,   5.78,   0.41,  -0.33,   9.90,   3.92
194011,   0.08,   2.07,  -0.68,   1.13,  -3.61,  -1.63,   2.07,  -1.00, -17.50,  -1.81
194012,  -2.78,  -2.59,  -1.43,  -1.57,  -0.75,  -2.55,  -4.29,  -1.17,  -2.88,  -5.82
194101,   0.80,  -5.03,  -5.36,  -3.22,  -0.61,  -0.15,  -0.20,   3.20,  -3.20,   8.43
194102,  -1.87,  -3.22,  -2.72,  -1.60,   0.03,  -0.16,  -4.56,  -4.21,   0.06,  -1.69
194103,   1.66,  -1.23,  -0.57,   3.24,   2.49,  -0.45,   1.43,  -0.16,  -8.30,   3.25
194104,  -6.63,  -8.47,  -6.68,   0.99,  -6.92,  -5.86,  -5.34,  -5.90, -13.07,  -4.48
194105,  -0.22,   0.48,   1.58,   6.26,  -0.65,   0.73,   0.17,   2.47,  -5.17,  -1.23
194106,   5.71,   6.20,   6.37,   7.30,   6.78,  -0.14,   8.55,   3.73,   5.36,   4.10
194107,  12.92,  13.88,  10.39,  15.41,   6.55,  13.30,  12.68,  12.42,   9.12,  17.27
194108,   0.44,  -3.07,  -1.77,  -2.66,  -1.88,   0.13,   2.28,  -0.04,  -2.89,  -1.13
194109,   0.03,  -3.58,  -3.36,  -2.03,  -0.56,  -3.59,  -1.83,   2.04,  -3.96,  -4.39
194110,  -5.62,  -8.24,  -7.20,  -0.27,  -7.94,  -5.32,  -6.79,  -2.78, -12.92,  -6.22
194111,  -3.08,  -6.67,  -3.69,  -3.73,  -2.83,  -9.41,  -4.96,  -0.52, -10.94,  -4.51
194112,  -8.48,  -9.94,  -6.83, -13.95,  -8.48,  -6.00, -14.13,  -5.34, -12.23, -12.19
194201,   9.93,  14.37,   6.85,   9.80,   8.81,  -4.43,   6.18,   2.63,  14.10,  34.65
194202,  -3.26,   3.33,  -1.12,  -3.43,  -1.47,  -6.81,  -1.77,  -6.29,  -2.95,  -2.96
194203,  -6.86,  -0.87,  -4.49,  -6.13,  -0.83,  -5.78,  -5.20,  -5.10, -12.74,  -9.70
194204,  -5.12,  -3.71,  -5.89,  -4.35,  -5.74,  -0.94,  -6.29,  -3.47,  -5.60,  -2.41
194205,   3.68,   0.03,   0.43,   1.73,   5.71,   9.11,   5.71,   6.97,   7.09,   1.47
194206,   3.07,   0.37,   1.32,   4.30,   2.30,   0.16,   1.15,   4.00,  -1.38,   1.59
194207,   4.06,   4.32,   3.18,   4.79,   5.17,   3.27,   4.85,   2.17,   1.03,   7.21
194208,   1.29,   3.71,   1.49,   4.32,   1.35,   2.30,   0.67,   2.51,   1.53,   4.99
194209,   2.62,   3.94,   2.61,   6.83,   3.81,   7.71,   1.12,   1.51,   9.46,   8.46
194210,   7.25,  11.87,   9.49,   8.87,  10.97,  15.01,   5.29,   4.53,  20.32,  11.50
194211,   0.07,  -5.14,  -3.94,  -2.06,  -0.03,   4.72,   2.88,   1.10,  -4.85,  -4.69
194212,   2.21,   1.91,   2.31,   4.69,   7.37,   3.88,  -0.94,   8.24,   3.95,   0.52
194301,  14.43,  17.32,  13.26,  13.65,   8.99,   9.53,  15.23,   5.83,  36.45,  25.12
194302,   8.06,  14.54,   9.93,   8.86,   6.90,   8.19,   7.80,   5.67,  20.01,  26.75
194303,   9.45,  14.63,   9.34,  14.81,  10.13,   5.64,  12.94,  11.31,   1.98,  11.45
194304,   4.29,   3.31,  -0.46,   3.94,   2.39,   8.01,   6.86,   4.79,  10.94,   5.87
194305,   6.97,   9.01,   6.35,   6.27,   8.89,   5.91,   8.59,   3.20,  16.02,  10.11
194306,   2.53,   1.55,   0.18,  -1.78,   2.63,   0.93,   5.65,   2.07,   1.39,  -3.14
194307,  -5.26, -10.71,  -8.15,  -4.46,  -8.87,  -3.15,  -1.01,  -3.13,  -6.00,  -7.10
194308,  -0.06,   1.79,  -0.44,   0.38,   0.55,  -1.32,   1.73,  -1.37,  -0.45,  -0.67
194309,   3.46,   1.60,   2.00,   3.81,   3.99,   4.93,   5.39,   3.48,   5.02,   2.75
194310,   1.82,  -1.65,  -0.17,  -2.04,  -1.73,   6.18,  -2.11,  -0.28,  -0.53,  -1.72
194311,  -6.81, -12.57, -10.00,  -9.62, -10.00,  -6.72,  -7.34,  -6.16, -11.83, -12.43
194312,   8.97,  13.58,   8.35,   8.75,  10.97,   6.22,   7.13,   4.86,   9.02,   8.82
194401,   4.44,   4.89,   4.52,   2.26,   5.14,   4.71,   2.51,   2.31,   1.84,   6.05
194402,   0.77,   0.63,   0.40,   0.98,  -1.53,   1.71,   3.09,  -2.69,   1.92,   2.79
194403,   3.74,   5.08,   2.18,   6.87,   3.62,   1.97,   5.19,   5.39,   2.02,   4.22
194404,  -2.57,  -3.40,  -3.33,  -1.80,  -2.43,  -3.47,  -2.73,  -2.07,  -4.75,  -4.04
194405,   5.90,  11.01,   6.30,   4.06,   6.01,   6.99,   8.13,   5.03,   1.64,   4.44
194406,   6.60,  22.62,  10.03,   3.44,   9.44,   6.33,   7.53,   5.31,   6.52,  12.01
194407,  -0.85,  -2.35,  -1.88,   0.72,  -2.31,   0.13,  -0.25,  -2.96,  -0.65,  -1.54
194408,   3.61,   7.63,   2.67,  -1.85,   1.41,   1.75,   2.31,  -0.37,   5.60,   1.52
194409,  -0.53,  -0.10,   0.41,  -2.43,  -0.24,  -0.25,   0.55,   1.27,  -3.36,  -1.26
194410,  -0.06,  -2.96,  -0.46,   0.29,  -0.07,   0.37,   3.28,  -0.81,  -1.69,  -0.42
194411,   2.10,   1.08,   1.43,   1.45,   0.31,  -0.12,   2.13,   0.71,  -2.03,   2.56
194412,   2.88,   6.33,   5.48,  10.36,   5.66,   2.25,   3.57,   4.72,   2.57,  12.40
194501,   4.06,   6.54,   4.54,   4.83,   2.89,   3.26,   3.49,   1.57,   8.44,   3.10
194502,   4.69,   9.77,   8.43,   9.76,   5.91,   3.99,   8.63,   5.87,   9.08,  10.34
194503,  -4.68,  -8.04,  -6.79,  -7.52,  -6.73,  -5.98,  -3.89,  -3.69,  -5.15,  -5.68
194504,   7.20,  12.72,   8.67,   6.37,   9.06,   5.67,   7.99,   9.56,  11.96,   9.13
194505,   4.02,   3.54,   1.37,  -0.90,   0.00,   3.28,   4.56,   3.56,   1.97,   3.75
194506,   4.06,   1.56,   2.62,   1.29,  -1.18,   3.12,  -1.08,  -3.66,   8.37,   8.32
194507,  -2.94,  -1.80,  -4.25,  -3.30,  -3.90,  -2.78,  -2.18,  -2.24,   0.90,  -5.80
