,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
200606,   0.13,  -0.82,   2.74,  -1.29,   1.83,   1.11,   0.65,   0.28,   0.76,  -0.44,   0.07,  -4.35,   0.79,  -1.41,  -1.06,   0.81,  -3.47,  -3.86,   2.71,  -2.61,  -0.98,   1.41,   1.76,  -0.66,   1.93,  -1.20,   1.21,   0.53,  -6.09,   3.01,   2.14,   2.82,  -0.79,   0.61,  -2.92,  -3.64,  -1.77,  -3.35,  -1.00,   4.28,  -1.25,   0.40,   1.64,  -0.83,  -0.20,   1.53,  -0.13,  -2.61
200607,   2.67,   1.28,   3.31,   4.45,   9.04,  -3.95,  -7.50,  -0.73,   0.01,  -3.08,   1.32,   4.41,   4.23,  -4.33,   0.44,  -3.13,  -8.55,  -6.66,  -4.16,  -7.78,  -5.98,  -6.00,  -3.87,  -3.49,  -2.17,   9.53,  -3.14,  -2.37, -12.59,   5.67,   4.70,   2.01,  -3.93,  -2.96,  -3.74,  -6.01,  -2.56,  -5.66,   1.02, -11.23,  -2.07,  -4.77,  -6.10,   1.97,   0.27,  -6.00,   0.67,  -0.81
200608,   9.91,   2.07,  -3.61,   2.15,   4.31,   3.72,   2.18,   2.68,   6.70,   4.15,   5.43,   1.15,   1.92,   3.57,   4.45,   1.49,   2.10,   1.07,  -2.77,  -1.13,  -0.81,   1.05,   2.78,  -1.36,   1.14,   3.00,   1.44,   2.91, -10.53,  -3.41,   1.83,   2.25,  -1.18,   4.64,  11.65,   7.91,   3.53,   1.93,   3.74,  -1.44,   1.53,   2.25,   2.91,   0.38,   3.61,  -6.04,   0.32,   4.02
200609,  -1.27,   0.33,  -1.47,  -0.59,  -7.44,   4.98,   4.78,   0.98,   1.70,   8.90,  -1.85,  -0.72,   2.33,   2.18,   3.87,   1.89,   0.84,  -3.70,  -0.03,  -5.20,   0.18,   3.45,   3.25,   3.61,   4.37,   4.28, -15.83,  -1.99, -15.07,  -3.56,  -2.33,   3.60,   2.34,   4.24,   3.95,   2.21,   0.85,   1.75,   2.27,   3.93,   1.28,   6.24,   7.16,   2.80,   1.97,  -0.32,   9.34,   2.49
200610,  -4.68,   1.74,  -5.84,   0.42,   5.43,  12.63,   8.28,   6.23,   2.83,   8.04,  -4.28,   3.80,   1.70,   5.75,   5.94,   0.26,   3.95,   5.76,  11.03,  19.03,   2.74,   5.09,   3.85,   3.22,   1.44,   0.84,   5.98,   9.79,  14.44,   4.88,   5.23,   4.81,  -0.71,   6.31,   4.84,  -0.99,   6.56,   4.83,   5.47,   6.34,   4.55,   3.14,   7.66,   1.15,   0.81,   6.64,   6.23,   2.78
200611,   7.84,   0.00,  -0.46,  -0.84,   3.41,   0.07,   4.84,   1.52,   0.41,   4.19,   3.07,   1.95,  -0.86,   2.56,   3.69,   3.67,   4.32,   7.51,   8.67,  -2.60,   4.20,   1.42,   0.71,   4.04,   4.95,   3.67,   4.50,   7.65,   5.81,   8.34,   2.63,   0.59,   4.06,   1.91,   7.30,   1.41,   1.25,   1.95,   5.48,   2.02,   2.10,  -2.58,   1.09,  -0.50,   2.17,   3.30,   1.48,   1.05
200612,   7.09,   0.23,   2.41,   2.25,   1.97,  -1.29,   4.88,   1.73,   1.21,   0.00,   2.85,   2.49,  -0.69,   0.81,   1.54,  -1.83,   2.17,  -2.32,  -2.87,   0.31,  -0.04,  -0.60,   1.02,   0.27,  -1.51,   1.33,  -3.68,  -3.11, -12.70,  -1.70,   0.52,   4.19,   0.51,  -0.21,  -0.33,  -2.89,   1.66,   0.54,   3.05,  -2.32,  -0.45,   1.59,   2.12,   4.03,   3.40,   2.28,   2.90,   3.94
200701,   3.98,   0.38,   3.21,   1.65,   1.29,   1.38,   6.73,  -1.14,   1.64,   3.01,   0.98,   5.56,   3.11,   3.72,  -0.82,   8.13,   4.61,   1.10,   9.78,  -3.54,   1.32,   3.53,   6.04,   3.93,   4.64,   5.42,  -1.28,  10.97,   1.51,  -1.42,   0.39,   2.66,   7.22,   3.13,   0.77,   1.31,   1.84,   0.68,   6.32,   4.30,   3.92,   3.94,   1.00,  -0.50,  -0.91,  11.36,   3.94,  -1.81
200702,  -2.49,   0.03,  -3.41,  -2.73,  -3.51,   2.59,  -5.34,  -0.20,  -1.49,   1.47,   2.94,  -2.89,  -3.59,   1.66,   1.37,   5.04,   1.93,  -3.52,   2.60,  -2.54,   2.56,  -1.91,   0.64,  -1.99,  -1.36,   0.41,   0.84,   8.56,   1.79,  -2.61,   3.70,  -2.79,  -0.92,  -3.38,  -3.20,   0.56,  -0.70,   1.04,   2.17,  -0.84,  -0.02,  -0.38,  -1.62,  -3.16,   0.08,   1.95,  -6.43,  -3.39
200703,   4.47,   2.63,   4.33,   2.00,   3.83,   0.31,  -0.26,  -2.12,  -0.95,   0.55,  -3.34,   0.39,  -0.46,   1.80,   2.43,  -3.83,  -4.17,  -4.48,   6.12,  -0.19,   2.53,  -0.45,   2.47,   0.54,   0.17,   0.06,  -5.74,   5.13,   2.38,   5.92,   4.12,   2.25,  -0.93,   1.20,   1.07,  -1.06,   2.59,   0.80,   2.43,  -0.19,   2.66,   0.16,   1.09,  -1.27,   0.41,   1.44,   0.53,   1.50
200704,   6.21,   2.06,   5.24,   4.78,   2.78,   9.32,   0.82,   2.03,   3.20,   1.58,   3.15,   3.87,   7.66,   1.82,   3.28,   8.54,   3.58,   4.27,   3.33,   5.23,   6.56,   6.06,   5.79,   6.78,   3.48,  -0.38,  -0.77,   7.47,  14.35,   4.92,   3.83,   1.40,   3.42,   4.28,   4.54,   6.03,   2.67,   5.02,   8.56,   3.01,   1.33,   2.11,   2.38,   2.60,   3.78,   3.14,   6.02,   2.96
200705,   3.72,   0.25,   4.90,   3.32,   2.62,  -0.33,   1.56,   6.36,  -0.98,   4.92,   2.30,   1.08,   0.71,   4.79,   1.44,   9.89,   5.43,   8.11,  10.37,  11.04,   5.65,   7.14,   3.69,   6.47,   2.71,   2.73,  -3.43,   8.52,  13.20,   6.62,   0.81,   7.26,   6.03,   4.05,   6.26,   2.08,   3.02,   3.80,   4.96,   4.61,   2.89,   1.85,   3.22,   1.62,   3.43,   5.08,   3.70,   2.13
200706,   7.05,  -1.25,   0.05,  -2.54,  -1.06,  -5.02,  -1.46,  -3.24,  -3.19,  -0.68,  -0.91,  -1.50,  -4.10,   1.67,  -4.89,  -0.09,  -2.53,  -7.41,  -3.65,   5.30,   1.47,  -1.40,   5.12,  -1.58,  -2.99,  -2.97,  -3.16,   2.49,  -8.58,   1.09,  -5.04,  -1.93,   1.82,  -1.44,   1.38,   2.77,   1.50,  -1.03,  -0.64,  -2.28,  -1.79,  -1.83,  -4.14,  -3.91,  -3.20,  -6.79,  -3.94,   0.82
200707,  -3.97,  -4.94,  -2.10,  -1.16,  -5.09,  -7.14,  -1.00,  -8.36,  -0.72,  -4.55,  -5.81,  -1.97,  -4.46,  -0.74,  -6.78,  -3.76,  -4.47,  -7.33,  -2.70,  -3.72,   1.30,  -0.11,  -7.90,   4.14,  -1.22,   4.36,   6.34,   7.47, -13.81,  -0.85,  -3.81,  -3.42,  -6.86,  -2.85,   2.12,  -2.08,  -0.16,  -2.36,  -1.86,  -1.30,  -4.92,  -5.63,  -2.01,  -7.60,  -7.71,  -9.56,  -8.06,   0.23
200708,   7.39,   1.64,   5.35,   3.33,   4.21,  -4.25,   4.17,  -6.58,   2.38,  -2.83,  -0.14,   2.46,   2.03,   1.87,  -1.46,  -2.65,  -1.42,  -3.74,  -2.79,  -1.19,   1.17,   0.88,  -1.78,  -1.65,  -1.79,   0.95,  -0.40,  -5.56,  -1.19,   0.04,   1.42,  -0.89,   0.62,   1.16,   5.49,   2.06,   1.80,  -0.64,   0.13,  -2.31,   1.75,   1.11,   2.61,   2.47,   1.75,  -4.33,  -2.72,   2.48
200709,  20.58,   1.87,   7.63,   6.35,  -0.23,  -4.84,  11.90,  -1.79,   5.62,   2.15,   3.27,   4.84,   3.15,   4.94,   2.38,  -5.35,  -0.34,  -2.72,   8.37,  -3.24,   4.73,   4.66,   5.91,   7.51,   4.76,   8.59,   7.44,  14.80,  13.59,   7.70,   3.30,   1.98,   3.18,   3.93,   3.94,   3.16,   5.42,   1.65,   0.17,  -0.10,   1.00,  -1.78,   2.93,  -0.16,   2.66,  -0.32,   6.07,   4.76
200710,  13.40,  -2.10,  11.34,   4.16,   4.57,  -3.01,   0.19,  -0.39,   0.90,  -1.50,  -1.70,  -1.81,   2.47,   3.24,   3.52,   5.54,   2.51,   7.07,   2.41,   4.87,  -1.35,  -0.32,   0.49,  -2.16,   5.90,   0.50,  12.72,  10.17,  19.18,   2.36,   6.74,  -2.51,   9.17,   9.46,   6.88,   0.99,   3.46,   0.62,   3.18,   2.30,   2.68,  -0.19,   4.91,  -3.95,  -2.10,  -0.96,   6.28,   3.00
200711,   0.91,   1.33,  -7.71,   1.81,   6.64,  -8.59,  -8.81,  -8.54,   3.53,  -8.26,  -0.13,  -0.73,  -0.12,  -4.53,  -7.19,  -6.05,  -7.17, -11.98,  -5.95,  -5.38,  -2.76,   3.33, -13.66,  -3.93,  -5.51,   0.44,  -1.22, -14.42,   3.80,  -4.84,  -1.12,  -6.48,  -7.68,  -7.64, -10.51,  -5.54,  -3.03,  -6.43,  -3.35,  -4.12,  -7.42,  -2.90,  -6.03,  -8.66,  -1.20, -12.01,  -8.32,  -2.76
200712,  11.64,  -0.37,  -1.98,  -1.22,  -3.08,  -4.81,  -4.09,  -2.72,  -1.32,  -7.51,  -0.79,   0.65,  -5.33,   4.08,  -1.92,  -6.15,  -3.25,   2.94,   0.88,   2.44,   3.14,   0.56,  -3.04,   0.78,   0.18,  -4.83,  -1.59,  -0.86,  13.80,   7.46,   0.69,  -0.38,  -6.36,   2.06,  -0.17,   0.99,  -0.06,  -1.64,   3.63,  -3.43,  -0.62,  -3.18,  -4.57,  -8.09,   0.09,  -8.12,  -1.28,  -1.65
200801,  -0.65,  -7.95, -13.62,  -7.88,  -0.45,  -4.20, -10.27,  -6.84,  -8.90,   0.04,  -6.77,  -3.50,  -4.84,  -5.79,  -4.57,   1.37,  -3.20,  -1.25, -10.96, -11.16,  -9.95, -10.82,  -4.71,  -6.94,  -3.69,   1.29,   9.29, -10.02,  -3.19,  -9.27,  -7.06,  -8.17,  -1.10,  -9.63, -16.65, -12.23, -11.41,  -4.73,  -1.98,   2.49,  -4.29,   1.54,  -6.44,   3.60,  -6.28,  -0.43,  -5.88,  -4.48
200802,   2.81,   2.87,   2.95,   1.05,  -2.69,  -8.12,  -5.81, -10.17,   0.03,  -4.70,  -3.69,   0.57,  -1.51,   3.96,  -4.10,  -1.82,  -7.90,  -3.80,   6.61,   8.58,   3.13,  -1.48,  -7.11,  -2.73,  -2.60,  -4.17,  -3.42,  13.73,   8.59,   6.47,  -3.41,  -3.93, -13.53,  -5.38,  -0.98,  -3.53,   1.63,  -4.48,   0.82,  -3.96,  -2.23,  -5.89,  -0.75, -12.36,  -8.12,  -5.91, -12.21,  -2.48
200803,  -3.76,   1.98,  -2.39,   3.25,  -1.19,   3.10,  -2.95,  -6.10,   3.49,   3.11,  -4.50,  -1.03,  -1.88,  -2.05,   1.74,  -0.85,   3.89,   0.54,  -0.68,   0.00,  -0.50,   0.29,  -3.92,  -4.43,   1.20,  -3.73, -10.85,  -6.12,  -7.67,  -2.82,   0.57,  -0.12,  -6.88,   0.55,   0.27,   0.45,  -0.04,  -1.20,   2.07,   2.88,  -2.25,   2.31,   2.97,  -2.05,  -6.61,   0.06,  -6.43,   4.16
200804,   2.55,   3.51,  -3.20,  -2.71,  -9.48,   5.09,  -1.72,   2.36,  -3.94,   2.58,   6.58,   1.60,  -0.36,   9.40,  -1.26,   8.19,   3.69,   3.94,   7.25,  15.25,   9.26,   2.62,  13.79,   8.98,   8.41,   6.22,  -3.92,  13.56,  21.06,  10.34,   6.29,   4.22,  14.16,   5.91,   7.28,   7.10,   3.30,  -1.70,   4.51,   6.22,   1.04,   5.62,   4.60,   5.32,   3.70,  -0.23,   8.51,  -6.26
200805,  10.93,   0.65,  -7.93,   1.34,  10.07,   3.95,  -1.29,   0.05,   0.00,   3.52,   0.08,   0.03,   1.67,   2.97,   0.60,  -2.31,   3.60,   4.69,   8.46,   3.81,   5.81,  11.02,  -3.30,  -1.08,   3.60,   2.57,   6.19,   3.10,  23.50,   3.21,   3.17,   4.66,   0.43,   4.55,   6.45,   5.83,   5.69,   1.15,   5.28,   3.86,   6.92,   0.21,  -1.27,  -6.68,  -1.29,   0.40,  -3.59,  -1.99
200806,  -1.67,  -9.95, -13.84,  -5.53,  -8.01, -10.27, -21.02, -11.94,  -8.01, -12.68,  -7.82,  -1.54,  -3.16,  -4.73, -12.35, -15.14, -13.77,  -9.28,  -7.47,   1.56,  -6.52, -12.08, -22.90, -17.95,  -9.23,  -9.78,   8.48,  -1.75,  21.13,   1.93,  -0.65, -10.93,  -9.59,  -7.65, -10.45, -10.32,  -4.28, -13.06, -15.78,  -9.83,  -7.36,  -8.24, -10.28, -21.27, -14.69, -15.78, -13.62, -11.67
200807,  -5.10,   5.94,  -1.23,   2.60,   3.59,   9.86,  -2.37,  -4.61,   7.43,  -3.80,   3.71,   3.73,   7.41,  -0.61,   5.06, -10.41,  -0.85,  -2.79, -11.70,   2.17,  -5.31,  -0.27,  -3.87,  -0.25,   7.12,   5.05,  -7.23, -14.97, -22.94, -15.35,  -7.26,  -3.68,   8.87,  -1.47,  -1.08,   1.13,   2.64,   4.39,   3.32,   5.26,   1.20,   0.70,   1.47,  11.48,   2.27,  -6.04,   2.71,   0.47
200808,  -3.63,  -0.65,   7.60,   1.08,   3.24,  -3.75,   5.76,   3.04,   5.88,   8.75,   5.36,   3.47,   0.88,  -2.99,   6.90,  14.43,   4.36,   3.90,  -7.06,  -0.87,   0.20,  -1.89,  -0.04,   3.32,   2.82,  11.21,  -9.74,  -5.40,  -6.27,  -0.02,  -0.85,   3.90,   2.44,   1.76,   4.25,   1.83,   1.04,   2.40,   4.01,   1.38,   3.08,   5.95,   3.60,  -0.42,   1.81,   5.94,  -3.02,   0.44
200809, -12.91,  -1.90,   0.41,   1.34,  -7.10,  -5.26, -17.10, -13.97,  -0.47,  -1.17,  -6.53,  -7.10,  -5.78, -18.76,  -9.53,  -5.34,  -8.00, -14.92, -31.17, -19.01, -21.23, -15.77, -10.80, -13.90, -19.56,  -6.24, -14.92, -28.49, -38.06, -10.94, -12.18, -12.69,  -8.36,  -8.47, -15.36, -17.42, -11.41,  -4.15, -17.17,  -9.72, -10.18,  -5.27,  -4.77,   3.07, -13.08,  -6.48, -13.85,  -2.82
200810, -11.24,  -9.68, -22.50, -14.70,  -6.55, -23.42, -32.28, -24.79, -13.85, -21.98, -19.30, -19.48,  -8.91, -21.11, -19.14, -28.09, -32.13, -26.27, -32.45, -24.60, -30.06, -24.83, -36.58, -14.42, -21.41, -21.69, -33.60, -35.10, -29.31, -16.36, -11.28, -16.13,  -7.28, -19.45, -16.87, -17.31, -23.40, -18.34, -19.60, -11.72, -21.21, -14.63, -12.64, -15.54, -27.05, -36.75, -26.22, -18.22
200811, -10.71,  -7.56, -14.78,   3.40,  -7.43, -11.61, -24.31, -11.15,  -2.54, -14.34, -13.58, -18.91,  -5.33, -16.70,  -5.49, -27.96,  -2.74,  -4.12, -12.58, -14.25,  -8.17,  -0.94,  -6.47, -12.46, -13.55,  -8.96,  26.08,  -5.96, -29.45,   0.63,   0.69,  -1.66,  -2.90,  -9.75,  -9.68, -14.69,  -8.87,  -4.81,  -7.13, -10.72, -11.71,  -7.67,  -6.89, -17.60,  -6.47, -27.74, -15.13, -10.68
200812,  -9.72,   2.11,  17.74,  -2.00,  -0.06,  10.25,   7.61,  -3.72,  -2.12,   3.21,   7.51,   5.88,   6.63,  -2.84,  -0.44,  12.71,   1.10,   8.29,  15.94,  -4.58,   2.97,   5.44,  -3.16,   7.41,  10.59,   8.96,  21.59,  11.27,  -4.36,  -2.45,  -2.37,   3.24,   3.09,   2.55,  -0.74,   5.47,  -2.46,  -8.73,  11.88,  -1.96,   6.16,   3.29,  10.95,  -4.73,  12.60,   8.96,   4.20,  -4.92
200901,   6.87,  -0.44,  -7.41,  -7.40,  -7.11, -14.34, -12.43, -10.78, -11.33, -11.81,  -3.64,   2.72,  -2.98,  -6.54, -15.00, -25.21, -16.33, -11.73, -16.71,  -6.25, -10.11, -11.97, -10.04,  -4.37,  -5.11,  -2.85,  -2.52, -11.67,   2.13,  -3.65,  -1.00, -10.95,  -0.13,  -3.91,  -3.35,  -3.46,  -0.53,  -9.97, -10.16, -15.58,  -1.44,  -8.71,  -7.83, -28.18, -14.77,  -6.88, -10.21, -15.23
200902,  -0.51, -11.26,  -3.21,  -4.75,  -8.67, -14.20, -15.94, -13.76, -11.12,  -8.62, -10.15, -12.58,  -9.97,  -8.67, -21.11, -28.67, -17.53, -12.31, -19.70, -14.00, -13.02, -15.88, -10.62, -18.75, -21.97, -21.50,   4.12,  -0.75,  -5.21, -13.12, -13.16,  -7.01, -11.01,  -3.98,  -6.87,  -6.83,  -8.66, -15.09,  -4.44, -12.67,  -8.85,  -1.31,  -7.95, -16.56, -19.96, -24.80,  -4.12, -19.52
200903,   8.89,   0.56,  14.39,   6.11,   5.70,   5.25,   8.28,   8.00,   0.48,  15.20,   1.91,   4.47,   7.67,  15.95,   5.68,  29.62,  10.21,  14.96,  11.83,   4.74,  11.53,   7.53,  11.99,   6.64,  -3.35,   8.26,   8.34,  18.81,   0.23,   3.96,   2.42,   5.45,   4.12,   9.77,  13.49,  14.00,   6.87,   7.38,   6.17,   7.97,   3.98,  11.02,   9.05,  15.28,  10.65,   0.20,  19.18,  10.93
200904,   2.78,   3.18,  28.61,  -1.45,   2.22,  22.82,  41.27,  30.44,   7.92,  21.64,  15.59,   6.39,  -3.23,  18.95,  31.95,  59.18,  34.33,  14.86,  25.83,  29.83,  19.32,  22.81,  49.15,  15.18,  27.59,  13.99,  -8.38,   9.78,  14.76,   4.27,   1.88,   8.88,  -4.92,  10.87,  17.03,  12.42,   9.36,  23.42,  12.69,  14.91,  14.89,   9.33,   9.04,  19.65,  13.35,  65.22,  14.23,  15.64
200905,  -2.97,   7.45,   0.95,   9.46,  12.50,   2.51,   8.62,  -0.76,   4.47,   3.01,   4.02,   5.40,   6.07,   6.60,   2.25,  -7.07,  -4.09,  -0.09,   9.42,   0.43,   4.30,  -2.02,  -3.54,   8.65,   7.23,   6.16,  21.33,  16.09,  34.99,   9.28,   4.05,   0.97,  -0.89,   3.07,   0.92,   2.86,   3.44,   2.80,   6.43,   2.61,   4.80,  -3.19,   5.73,  10.22,   8.13,   0.01,  12.00,   3.20
200906,  -8.38,   2.28,  -1.73,   0.81,  -0.20,  -2.30,  -4.90,  -1.48,   0.64,  -3.48,   3.79,   4.62,   3.26,  -7.08,   0.07,  -7.83,  -3.35,  -0.26,   3.10,   1.28,  -2.78,   1.38,   5.27,  -3.70,  -3.39,  -3.47, -16.70,  -5.18, -12.11,  -4.60,   4.24,   1.57,  14.06,   4.09,   5.98,   2.80,   5.35,   3.64,   2.41,   0.31,  -0.93,  -0.09,  -3.55,  -3.28,  -1.67,   1.20,   1.05,  -5.75
200907,  12.08,   6.92,   6.85,   3.71,   7.46,  10.72,  15.76,  15.70,   9.57,  11.91,   6.68,   2.19,   5.90,  16.98,  18.94,  36.16,  17.59,  10.93,   3.72,   6.16,  14.91,  12.70,  16.24,   5.41,  13.50,  -6.46,   2.21,  17.28,  15.47,   4.95,   4.22,   4.82,   1.29,   5.39,  12.37,   9.03,   6.52,  15.82,  11.79,  11.17,   9.03,   7.16,   2.24,   8.75,   9.48,   9.80,   6.87,  10.47
200908,  -0.17,  -0.23,   6.13,  -0.75,   0.22,   4.90,  11.04,   6.57,  -0.85,   3.44,   3.03,   5.29,   1.21,   1.51,   6.94,   1.64,   5.97,   6.22,   3.56,   5.79,   1.57,   1.78,   1.65,  10.41,  12.66,   0.55,  -1.95,   4.87,   1.17,   0.37,  -0.34,   0.66,   3.24,   2.24,   2.58,   1.61,   1.14,   4.71,   0.27,   3.18,   4.56,   3.64,   2.71,  12.09,  10.72,  13.96,   2.42,   3.48
200909,  -6.68,   1.75,   5.75,   6.94,   3.19,   3.95,  12.45,  -2.73,   6.38,  12.09,   3.47,   2.13,   2.19,   6.58,   6.52,   1.10,   1.64,  -3.33,   6.18,   6.86,   8.61,   7.41,   2.57,   5.60,   8.74,   4.03,  11.67,   9.40,  16.25,   4.70,   1.94,   6.40,   6.16,   4.64,   7.91,   2.65,   6.83,   1.77,   5.77,   3.81,   3.91,   2.03,   3.55,  -0.09,  -0.16,   7.25,   7.21,   7.74
200910, -12.66,   0.91,  -4.05,   0.98,  -0.28,   1.56, -13.00,  -0.88,   0.08,  -2.67,  -2.94,  -5.56,  -3.49,  -4.06,  -4.27,  -6.63,  -4.86,  -9.08, -12.15,  -5.47,  -0.16,  -5.82,  -2.71,  -4.54,  -7.21, -10.51,  -1.58,   2.34,  -0.02,   2.42,  -2.88,  -4.12, -10.63,   0.86,  -1.63,  -6.75,  -3.40,  -0.56,  -5.41,  -5.29,  -2.93,   0.79,  -3.00,  -5.64,  -4.33, -10.23,  -3.84,  -6.90
200911,  18.12,   1.79,   0.22,   4.86,   2.06,   2.59,   8.14,   2.83,   7.17,   1.68,   3.87,   9.88,   7.77,   9.17,   3.96,   3.01,   4.65,  -4.17,   7.42,   3.53,   5.77,   5.37,  10.93,   8.78,   5.40,  11.37,  24.06,  11.89,  10.40,   2.67,   3.99,   6.36,   3.64,   5.25,   3.35,   5.38,   3.73,   8.80,   0.31,  11.10,   4.37,   4.51,   7.31,   4.79,   4.83,   9.90,   1.55,   6.37
200912,   1.95,   2.70,   5.28,  -1.01,   1.96,   3.67,  -1.04,  16.69,  -2.00,   4.26,   7.20,   3.62,   1.69,   1.79,   1.83,  10.96,   6.90,   6.14,  15.44,   5.16,   3.66,   5.19,   6.36,   3.52,   5.46,  -1.38, -11.84,  -1.84,   7.28,  -0.81,   5.56,   6.27,   7.20,   5.31,   5.36,   8.21,   6.01,   3.79,   5.40,   4.67,   4.82,   1.11,   2.63,  -1.31,   2.77,  11.33,   0.60,  -2.46
201001,  -6.94,   0.34,  -2.58,  -3.70,  -3.32,  -2.41,   3.07,   3.61,   0.24,  -3.23,  -3.89,  -0.47,   0.27,  -3.99,  -7.44,  -8.48,  -3.01,  -0.20, -12.55,  -6.26,  -6.67,  -4.79,   0.81,   0.88,  -9.23,  -1.51, -11.15, -16.29,  -7.26,  -4.77,  -4.61,  -7.34,  -3.37,  -7.08,  -7.57,  -9.35,  -5.40,  -5.01,  -8.64,  -4.29,  -2.53,  -1.97,  -1.10,   1.11,   0.66,  -3.66,  -7.89,   7.95
201002,  -6.60,   2.81,  13.67,   0.23,   4.28,  14.24,   2.58,  -3.51,   3.47,   6.38,   2.30,   2.17,  -0.49,   5.15,   6.42,  15.71,   3.45,   1.95,   4.40,   7.33,   8.31,   9.97,   6.66,   3.40,   5.17,   4.64,  14.34,  12.22,  10.47,   1.85,  -0.99,   2.67,   1.26,   2.91,   7.03,   4.80,   6.77,   1.82,   7.73,   7.37,   5.86,   4.23,   4.16,   2.09,   3.54,   7.28,   3.79,   2.18
201003,   2.04,   3.90,   7.90,   5.37,   4.81,   6.30,  14.94,   5.33,   1.98,  11.28,   7.07,   4.31,   3.01,   7.04,   4.57,   7.99,   8.86,   5.96,  11.73,   5.57,   6.27,   7.09,   8.83,  10.90,  17.76,   5.92,   3.66,  10.91,   1.94,   3.22,   2.81,   7.53,   6.65,   4.99,   8.67,   7.66,   7.59,   5.61,   5.89,   7.95,   5.73,   5.92,   8.41,   8.40,   8.25,  13.47,   7.16,   6.54
201004, -10.53,  -0.07,  -1.71,  -1.77,  -2.46,  -1.10,  16.35,   1.67,   0.63,   4.35,   2.51,   0.25,  -3.20,   3.10,   8.53,  11.42,  11.12,   9.61,  -2.98,   3.75,   5.96,   4.48,   4.59,   2.22,  22.02,   1.62,  10.80,  -3.88,  -1.97,   4.25,   2.68,   2.80,   2.99,   0.56,   5.19,   1.47,   6.51,   4.62,   1.82,   3.54,   3.18,   1.77,   7.27,   2.98,  -1.59,   5.78,  -1.06,   0.41
201005, -18.22,  -4.10,  -0.19,  -3.92,  -7.76,  -5.52,  -7.90, -10.76,  -4.26,  -5.98,  -3.82,  -8.49,  -8.65, -10.30,  -4.96,  -9.75, -11.29, -10.77,  -7.57,  -7.15, -10.50, -10.52, -10.14, -10.04, -11.34,  -6.97,  -5.16,  -6.48, -15.26, -10.55,  -6.79,  -5.95,  -7.66,  -8.47,  -7.03,  -7.89,  -7.10,  -9.34,  -8.66,  -6.06,  -4.09,  -6.03,  -5.25, -10.78,  -6.05, -12.17,  -8.58, -10.07
201006,  -8.55,  -1.59,  -1.10,  -2.40,   1.93,  -3.93, -11.01,  -7.59,  -3.24,  -9.62,  -7.52,  -3.54,  -0.95,  -8.14,  -8.92, -14.65, -12.72, -13.49, -13.52,  -5.98,  -5.59,  -7.20,  -9.96,  -5.67, -17.12,  -6.92,  13.09, -12.78,  -9.35,  -6.32,  -1.06,  -3.91, -12.64,  -6.50,  -5.04,  -7.49,  -5.70,  -2.88,  -0.69,  -7.59,  -5.49, -10.68,  -5.32,  -7.47,  -4.92, -12.89, -10.50,  -0.43
201007,  18.30,   2.75,   6.71,   8.36,  10.74,   1.87,   9.56,   5.56,   3.47,   8.18,  -5.42,   0.19,   3.02,  14.28,   7.89,   6.49,   8.81,   6.83,   8.22,   7.94,  14.13,  12.67,  16.31,  10.28,  12.40,   1.40,  -8.91,  16.80,  14.16,   7.34,   6.62,   8.87,   7.62,   8.10,   6.53,   7.62,   1.27,   7.74,   7.61,  10.75,   3.19,   4.58,   7.02,   5.80,   5.64,  14.19,  10.29,   4.16
201008,  -9.25,   0.93,  -0.41,  -0.04,  -0.08,  -2.31,  -1.07, -10.98,  -3.89,  -7.50,  -4.51,  -8.18,  -0.42,  -0.28,  -2.34,  -5.54,  -5.63,  -7.27,  -8.84, -10.80,  -8.26,  -6.88, -10.63,  -8.65,  -9.62,  -7.20,  11.64,  -2.52,  -6.56,  -3.73,  -0.20,  -2.06, -19.85,  -4.54,  -8.71,  -8.92,  -6.07,  -6.77,  -4.26,  -5.30,  -7.65,  -4.47,  -0.05, -10.46,  -4.42,  -7.15,  -8.09,  -4.09
201009,  -5.72,   2.09,   3.81,   4.22,   8.41,  10.71,  15.28,  13.86,   3.75,  17.41,  12.35,  11.68,   8.01,   9.68,   9.52,  13.31,  10.75,   9.58,  11.86,  12.98,  15.91,  13.44,  14.08,  10.10,  19.39,   3.92,   4.44,  14.21,  13.54,   8.99,   3.35,   7.75,  18.50,  11.11,  13.70,  13.54,  15.36,   9.41,   5.79,  10.12,   9.59,  13.60,   7.49,   6.22,   8.53,  12.64,   7.92,   7.98
201010,  18.99,   3.64,  -9.26,   1.87,   5.35,   1.96,  15.62,   6.87,   3.82,   3.44,   3.02,   0.13,   2.20,   8.33,   2.32,   3.22,   4.70,  -1.91,   4.60,   3.03,   4.34,   4.52,   9.56,   6.08,   1.34,   0.55,  -2.28,  13.02,   6.85,   4.40,   1.69,   3.98,  -7.26,   8.27,   4.75,   3.67,   6.00,   3.07,   5.99,   5.60,   4.77,   1.24,   6.02,  -0.08,   1.81,  -1.79,   7.58,  -1.84
