,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197409, -13.51, -17.28, -12.19, -20.50,  -7.07, -17.63, -10.54, -15.58, -10.37, -10.22, -12.08,  -8.34, -12.06, -13.59,  -9.58,  -8.43, -13.08,  -6.32,  -8.07,  -2.10,  -4.04,  -8.19, -17.21, -15.49,  -9.20, -11.05, -11.47, -22.07,  -7.74, -11.85
197410,  20.07,   9.62,  22.29,   9.12,   2.20,  16.53,   3.53,  29.49,  17.71,   4.85,  14.44,   9.56,  22.25,  17.30,  -2.67,   9.87,  19.65,  45.80,  19.84,  12.16,  10.85,  16.58,  14.72,  16.99,  18.74,  17.12,   7.74,  15.48,  20.69,  20.13
197411,  -4.09,  -4.69,   0.01,  -3.53,  -2.90,  -5.72, -11.98,  -1.63, -10.58, -14.48,  -5.15,  -3.20,  -3.52,  -8.14,  -7.89,  -1.18,  -3.35,   3.83,  -5.14,  -1.17,  -4.56,  -6.14,  -5.54,  -7.53,  -7.71,  -4.93,  -6.63,  -6.57,  -2.47,  -1.72
197412,   0.30,  -8.08,   1.71, -10.51,  -4.77,  -5.69,  -4.05,  -3.40,  -3.97,  -2.94,  -6.51,  -4.04,  -4.12,  -4.80,  -0.46,  -6.59,  -8.02,   0.39,   0.73,  -1.58,   1.14,  -2.05,  -5.44,  -6.19,  -6.04,  -2.61,  -2.87, -10.59,  -3.36,  -6.64
197501,  19.15,  25.81,   5.48,  30.99,  23.29,  17.16,  32.04,  -0.77,  10.34,  19.46,  25.60,  17.71,  11.48,  18.98,  22.12,  17.51,  12.63,  17.54,   6.33,  18.17,  11.09,  23.49,  15.21,  10.39,  17.22,  17.31,  26.83,  28.65,  17.01,  15.50
197502,   4.33,  10.34,  -4.16,  12.46,   8.82,  11.06,  -0.38,  15.60,   8.16,   3.03,   3.46,   0.07,   7.42,  11.40,  -0.57,   7.12,   6.13,  -2.70,   1.33,  -0.04,   3.79,   5.99,  12.55,   7.55,   4.94,   5.81,   3.37,  16.41,   0.00,   3.75
197503,   5.18,   4.22,   5.57,  14.61,   8.56,   3.39,  21.74,   1.19,   5.76,   8.08,   8.20,  11.44,   5.31,   4.15,   6.69,   9.03,   8.31,  17.91,  -2.76,  -2.00,  -1.24,   4.34,   0.76,   1.33,   3.81,   7.30,  10.89,  14.61,   1.89,   2.52
197504,   1.33,  -3.94,   4.89,   8.32,   6.63,   6.58,   5.22,   0.59,  15.88,   8.88,   4.15,   9.34,   5.54,   8.63,   3.02,  10.06,   8.57,  21.73,   6.55,  -2.22,  -0.96,   1.98,   5.56,  11.28,   4.20,   4.80,   0.69,  13.62,   1.12,   4.36
197505,   6.46,   4.90,   1.18,   3.33,   3.42,   2.11,   1.87,   6.14,  -0.19,   3.51,   4.96,  -6.00,   4.50,  11.87,   2.78,  10.25,   6.09,  23.24,  11.35,   7.56,   2.13,   7.19,   5.29,   4.79,  -1.01,   2.97,   4.12,   2.02,   6.12,   5.33
197506,   4.60,   2.77,   4.67,   5.56,   3.32,   2.99,   9.67,   0.89,   4.20,   6.38,   5.30,   6.21,   5.53,   2.25,   9.42,   7.66,   4.72,  -3.23,   6.36,  10.05,   3.70,   7.45,   2.06,   2.29,   3.74,   6.09,   7.65,   5.52,   5.80,   5.54
197507,  -5.71,  -4.54,  -6.71,  -6.80,  -5.82,  -8.09,  -3.79, -12.08,  -4.55,  -3.87,  -5.58,  -6.72,  -4.72,  -6.47,   1.01,  -6.47,  -4.37,  -3.41,  -4.67,  -5.33,  -4.21,  -6.58,  -9.47,  -6.59,  -2.91,  -1.56,  -8.33,  -8.55,  -7.56,  -4.93
197508,  -2.37,  -4.98,  -5.38,  -2.54,  -3.19,  -4.73,  -6.07,  -3.76,   1.39,  -3.03,  -1.82,   2.80,  -2.45,  -6.16,  -3.53,  -1.82,  -9.24,  -4.00,  -1.40,  -2.13,  -4.89,  -5.77,  -3.52,   1.12,  -3.67,  -3.54,   0.05,  -3.90,  -6.42,  -5.02
197509,  -3.19,  -6.13,   1.34,  -2.63,  -6.12,  -4.29,   1.23,  -6.58,  -8.73,  -0.82,  -7.08,  -5.42,  -4.29,  -7.50,  -1.28,  -4.64,  -3.79,   1.24,  -1.31,  -1.62,  -1.66,  -6.18,  -0.79,  -7.21,  -3.88,  -3.93,  -3.70,  -3.30,  -8.08,  -6.32
197510,  13.26,   0.82,   6.23,   0.49,   7.23,   9.31,  12.48,  10.57,   6.44,   8.03,   4.46,  -3.29,   2.32,   0.03,   9.16,   1.36,  -2.90, -15.91,  -1.50,   5.94,   6.81,   3.50,   8.36,   8.65,   4.53,   3.09,  10.41,  11.87,   4.71,   3.93
197511,   2.96,   2.41,   5.09,   3.42,   3.14,   3.43,   8.24,   4.75,   1.68,   4.14,   3.02,   1.01,  -0.16,   6.24,   3.44,  -0.59,  -2.73,   2.81,  -2.43,   2.34,   2.94,   2.94,   4.39,   3.50,   4.33,   1.22,   3.97,  11.02,   4.55,   2.55
197512,  -2.47,  -0.03,  -0.54,  -3.36,  -0.84,  -3.61,  -1.53,  -6.44,  -0.25,  -1.37,   0.28,   1.98,  -0.15,  -5.37,   0.98,  -3.69,   1.19,   2.89,  -0.04,   0.70,  -0.50,  -1.59,  -1.32,  -2.61,   1.97,   0.06,  -3.87,  -2.35,  -1.01,  -1.75
197601,   7.70,  16.00,   7.43,  20.53,  15.87,  12.22,  22.37,   7.70,  20.00,  19.51,  17.93,  21.21,  18.86,  17.33,  13.70,  17.60,  13.00,  20.85,   7.92,   7.79,   9.49,  14.21,  18.28,  17.16,  14.12,  16.11,   7.74,  11.60,  11.97,  11.50
197602,  -4.18,   1.43,  -1.88,   2.82,   1.61,  -2.33,   4.77,  -6.94,   2.15,   4.29,   4.82,   4.33,   4.06,   2.02,   3.59,   4.40,   1.75,   1.06,  -4.07,  -4.26,   2.26,   5.96,   0.65,   0.91,   5.91,   7.19,   4.03,   4.77,   1.64,   3.70
197603,   0.38,  -0.19,   0.52,  -0.71,  -2.06,   2.87,   4.72,   6.41,  -3.74,   0.33,   2.72,  -0.14,   0.17,  -0.26,   4.64,   5.74,   4.92,  -4.23,   7.42,   0.73,   0.23,  -2.91,   2.91,   4.14,  -1.89,   0.21,   4.22,  -0.20,   2.74,   0.45
197604,  -1.12,  -4.28,  -1.40,  -1.83,  -2.46,  -4.46,  -2.27,  -4.34,   0.00,  -4.41,  -0.28,   1.35,  -0.26,   1.39,   1.24,   2.64,   1.92,  11.40,   1.91,   0.10,   1.72,  -3.25,  -3.45,  -1.83,   0.39,  -1.27,  -5.32,  -5.65,  -2.85,   0.02
197605,  -0.63,  -5.60,  -3.15,  -1.54,  -3.66,  -3.17,  -8.80,  -3.24,  -3.08,  -5.61,  -4.42,  -0.43,   2.24,  -1.92,  -3.94,   1.09,  -0.61,  10.00,   4.36,  -2.29,  -4.21,  -1.59,   0.03,  -2.43,   1.06,   0.76,  -6.74,  -7.58,  -2.51,  -1.73
197606,   5.14,   5.26,  -2.94,   4.33,   3.81,   6.02,   0.62,   3.55,  -0.48,   0.25,   3.15,   4.58,   6.63,   5.63,   3.10,  10.96,   5.19,   5.03,   5.05,   3.60,   3.23,   7.74,   8.15,   0.36,   4.77,   1.51,   0.73,   5.79,   5.97,   2.99
197607,   1.92,  -0.43,   2.68,  -4.00,   1.57,  -2.40,  -1.74,  -0.42,  -2.28,  -2.05,  -2.48,  -2.47,  -2.22,  -1.22,  -0.53,  -4.25,  -3.74,  -7.03,  -0.60,   2.30,   1.25,  -1.86,  -2.29,  -0.62,  -0.05,  -2.33,  -1.95,  -5.57,   0.96,   1.13
197608,  -0.75,  -1.38,   3.06,  -3.57,  -1.27,  -0.82,  -3.53,   1.64,  -3.78,  -2.86,  -1.80,  -4.45,  -2.84,  -2.35,  -1.14,   0.07,  -3.19,  -8.71,  -1.54,   2.06,   3.44,  -2.94,  -1.32,  -1.49,  -4.56,  -2.96,   4.35,  -3.48,  -0.47,  -2.38
197609,   0.06,  -2.58,   6.40,  -0.47,   4.71,  -0.67,   1.71,   3.60,   0.19,  -0.99,   2.91,   1.52,   0.17,   4.36,   5.77,   3.69,   1.19,   7.13,   5.84,   3.53,   1.30,   2.99,   2.77,   3.07,  -0.48,   0.29,   0.27,  -0.45,   0.09,   0.92
197610,  -2.43,  -2.89,   0.10,  -0.84,  -0.45,  -2.86,  -1.17,  -3.88,  -2.65,  -1.54,   0.56,  -6.27,  -3.72,  -5.15,  -1.93,  -6.29,  -1.24,  -4.63,  -2.62,  -1.32,   1.28,  -3.32,  -4.53,  -2.13,  -4.03,  -4.28,  -0.40,  -2.92,   0.40,  -2.07
197611,   0.73,  -8.50,   1.66,  -1.12,   3.90,  -1.67,   7.98, -10.15,  -5.54,   4.76,   3.18,  -0.80,   0.95,  -1.13,  -1.86,   2.88,   0.26,   0.38,   0.02,   2.36,   1.88,   1.76,   0.95,  -0.07,   4.17,   2.27,   5.11,   2.72,   1.32,   1.95
197612,   3.74,   8.84,   3.75,  12.17,   8.43,   3.51,   6.47,   6.23,   9.90,   5.34,   7.53,   7.51,   5.94,   3.06,   9.86,   5.76,   5.78,   6.27,   6.27,   5.92,   3.16,  10.28,   3.62,   3.87,   4.80,   6.79,   1.51,   3.86,   8.49,   7.66
197701,  -4.54, -12.18,  -5.16,  -5.36,  -1.99,  -8.50,  -0.50,  -8.96,  -5.72,  -1.69,  -5.35,  -4.14,  -4.54,  -3.67,  -3.25,  -1.98,  -2.86,  -1.71,   0.16,   0.41,   0.10,  -1.28,  -3.95,  -8.99,  -3.55,  -0.85,  -7.63, -11.41,  -4.81,  -2.74
197702,  -1.23,   0.61,  -0.94,  -5.19,  -2.77,  -2.52,  -4.89,  -0.67,  -1.25,  -4.96,  -1.37,  -1.13,  -1.15,  -0.97,  -4.01,  -1.14,  -1.77,   3.07,  -3.99,  -4.21,  -0.34,  -3.13,  -1.24,   0.81,  -3.58,  -2.82,  -2.11,  -2.40,  -1.90,  -1.88
197703,  -1.38,  -3.89,  -3.01,  -0.69,  -1.74,  -3.51,  -1.53,  -1.94,  -0.73,  -1.34,   0.55,   0.40,   3.52,   3.92,  -5.20,  -0.51,   1.98,   1.07,  -2.20,  -0.37,  -1.28,   0.61,  -0.14,  -0.87,  -0.20,   1.17,  -3.19,  -5.65,  -1.05,   0.43
197704,  -0.23,  -1.95,   2.06,  -2.18,   0.98,  -0.70,   2.23,  -5.26,  -0.53,   1.94,   2.29,   0.91,   4.19,   4.32,   1.97,   2.54,  -0.32,  -4.23,   2.64,   1.42,   0.65,   0.25,  -3.65,   0.09,   5.02,  -2.56,  -4.19,   0.64,   2.12,   1.46
197705,  -1.09,  -2.78,   0.47,  -2.26,   0.00,  -3.43,  -5.12,  -2.62,  -4.28,  -5.14,  -3.37,  -6.76,  -0.37,  -2.69,  -2.11,   0.89,  -7.91, -10.77,  -1.24,   0.87,   0.11,  -0.57,  -2.16,  -5.04,   0.74,  -0.04,  -4.24,   1.76,  -1.00,  -0.40
197706,   3.87,   0.99,   2.13,   7.55,   7.94,   5.62,   5.90,   8.99,  -0.07,   5.16,   3.82,  -0.18,   3.00,   5.89,   4.48,   8.91,  -1.31,   9.95,   5.95,   5.15,   1.65,  10.86,   7.69,   2.43,   2.18,   2.32,   5.74,  10.73,   5.54,   4.73
197707,   2.34,  -3.98,   1.87,  -0.51,  -0.20,  -1.86,  -1.33,  -2.30,  -3.49,  -1.04,  -3.40,  -7.45,  -6.64,  -0.53,  -2.80,  -2.04,  -4.70,  -9.41,  -1.68,   0.42,  -0.87,  -0.40,  -0.14,  -3.64,  -2.42,  -2.61,  -0.06,   0.24,   0.21,   0.43
197708,  -0.56,   1.34,   1.51,  -0.15,  -1.66,   2.14,  -0.07,   3.15,  -3.64,  -2.14,  -2.41,  -6.25,  -2.06,  -1.42,  -2.14,  -3.59,  -2.01,  -5.10,  -6.81,  -4.03,  -3.58,  -1.14,  -0.22,  -2.11,  -4.30,   0.38,   4.41,   5.24,  -1.58,  -0.99
197709,   0.06,   0.67,  -1.35,  -2.27,  -1.45,  -1.11,   2.20,  -0.97,  -0.77,  -0.48,  -1.53,  -5.94,   1.32,  -2.51,   2.83,  -3.57,  -1.37,  -0.36,   0.69,   1.45,   3.19,   0.73,  -1.93,  -1.19,  -1.91,  -1.15,  -1.39,   2.25,  -0.47,   0.99
197710,  -4.80,  -4.40,  -2.33,  -6.41,   1.24,  -6.79,  -2.04,  -1.92,  -3.41,  -4.31,  -1.79,  -0.51,  -5.49,  -2.02,  -4.81,  -3.19,  -7.25,  -2.87,  -3.72,  -3.60,  -5.07,  -3.42,  -3.31,  -6.24,  -4.21,  -4.01,  -3.17,  -4.27,  -5.16,  -4.26
197711,   2.75,   5.14,   1.87,   9.13,   6.32,   1.58,   8.50,   5.44,   2.26,   6.28,   6.43,   0.74,   6.49,   4.38,  -0.91,   6.86,   3.53,   4.24,   2.38,   3.33,   0.78,   8.33,   4.45,   3.85,   6.63,   5.96,   4.70,   9.65,   5.56,   5.72
197712,  -0.35,  -3.18,  -2.14,   1.12,   3.76,  -0.66,  -0.03,   0.58,   0.95,  -1.52,  -0.45,   4.24,   0.92,  -1.71,  -1.23,   0.82,   1.25,  -2.95,   1.91,  -0.90,   1.83,   1.77,   2.33,  -0.08,   1.06,   2.63,  -2.47,   1.88,  -0.68,   1.43
197801,  -5.39,  -0.46,  -6.20,  -7.33,  -8.28,  -7.55,  -6.03,  -2.01,  -6.57,  -1.59,  -6.48,  -4.70,  -6.83,  -3.25,  -6.55,  -6.72,  -4.77,  -5.75,  -7.19,  -5.01,  -4.18,  -5.81,  -4.74,  -6.42,  -1.67,  -5.35,  -7.09,  -7.82,  -6.31,  -3.78
197802,  -0.50,  -0.39,  -0.28,  -1.01,  -0.96,  -3.57,   1.68,  -3.63,  -5.48,  -0.66,  -0.75,  -4.74,  -0.90,  -2.93,  -0.11,   2.56,  -3.09,   2.11,  -2.15,  -1.27,   2.61,   0.86,  -4.29,  -4.82,  -1.90,   1.30,  -2.05,   3.79,  -0.29,  -0.57
197803,   2.17,   2.47,   3.60,   8.75,   9.46,   1.96,   6.69,   4.04,   3.67,   3.07,   5.24,   5.98,   3.16,   3.00,   5.88,   9.09,   4.72,  -6.38,   2.17,   1.86,   2.27,   7.49,  -0.98,   2.90,   4.45,   5.88,   1.52,   6.83,   4.56,   5.65
197804,   6.16,   4.25,   8.58,  11.85,   9.65,  13.49,   6.64,   9.18,  10.79,   5.27,   9.96,   8.82,  11.34,  12.32,   7.81,  13.14,   2.43,  12.60,   6.56,  -0.38,   2.92,   6.85,  13.36,  11.36,   9.21,   7.62,  11.34,  10.47,   9.80,   8.07
197805,   3.85,   4.63,   1.69,   7.10,   4.35,   3.92,   3.05,   4.46,  -0.44,   2.82,   2.20,   2.44,   4.64,   8.09,  -2.66,  10.69,   4.48,  -3.57,  -0.24,  -0.18,  -1.83,   6.19,   0.74,   2.54,   1.97,   3.94,  -0.91,   7.84,   0.85,   3.99
197806,   0.21,  -2.23,  -0.30,  -1.25,  -0.64,  -2.32,  -3.84,   1.10,  -2.79,  -1.56,  -1.72,  -6.35,  -1.19,  -2.61,  -3.01,   3.23,  -4.47,  -1.36,  -3.85,   0.15,  -1.84,  -0.28,  -0.49,  -0.71,  -0.79,  -1.61,  -2.36,   2.29,  -1.06,   0.68
197807,   2.09,   5.85,   4.51,   7.39,   7.03,   7.20,   1.49,   8.71,   5.22,   3.20,   7.76,   7.75,   5.72,   8.55,   3.60,  15.06,   8.54,   1.87,   3.21,   2.41,   1.41,   7.58,   8.62,   9.55,  11.30,   5.43,   5.02,   5.77,   4.97,   6.14
197808,   3.26,  -0.74,   0.53,   6.31,   6.81,   2.32,   5.47,   0.45,   4.23,   9.92,   7.80,  -0.12,   3.78,   1.00,   1.26,   3.99,   4.18,  -0.89,   4.10,  -0.50,   2.05,   6.13,   5.22,   4.76,   3.96,   7.49,   4.92,  11.13,   5.22,   6.32
197809,  -1.18,   0.76,   1.75,  -4.55,  -3.29,  -3.46,  -1.96,  -2.79,  -0.69,   2.72,  -2.37,   1.07,  -0.93,  -4.60,   0.75,  -7.20,   2.99,   0.29,   4.79,  -0.86,   0.93,  -3.87,  -4.25,  -3.23,  -4.01,  -2.50,  -2.52,  -0.65,  -1.33,  -1.99
197810, -10.44, -14.65,  -8.24, -18.19, -13.42,  -9.44, -15.61, -12.96,  -9.86, -19.12, -16.28, -12.22, -14.29, -13.59, -10.79, -15.91, -10.56, -18.45, -10.97,  -7.74,  -4.48, -18.05, -10.71,  -8.49, -18.06, -16.78, -13.17, -23.46, -11.76, -16.64
197811,   0.66,   3.99,   1.63,   6.89,   2.18,   2.24,   2.85,   4.57,   0.12,   3.67,  -0.03,   0.25,   2.90,   2.18,  -2.03,   8.47,  -2.28,   6.15,   5.39,   2.13,   1.49,   4.77,   4.37,   0.61,   3.25,   5.35,   1.34,   4.82,   1.37,   3.72
197812,   1.13,   2.71,   2.15,   1.70,   2.28,   0.77,   0.68,   3.28,  -0.29,  -1.69,   0.88,   0.01,   2.56,  -0.40,  -0.59,   2.41,   4.32,  -2.21,   2.82,  -1.98,  -0.25,   1.01,   6.48,   0.79,  -1.27,   2.45,  -1.74,  -3.17,   0.78,   2.57
197901,   2.77,   6.49,   0.54,   5.26,   6.63,   3.18,  10.14,   1.31,   6.24,   8.10,   8.40,  13.32,   5.35,   6.87,   5.53,   4.52,  10.86,   9.29,   2.56,   5.77,   3.64,   4.70,   4.15,   7.53,   3.45,   5.61,   6.11,   6.93,   4.99,   7.08
197902,  -4.51,  -4.42,  -3.91,  -6.70,  -4.02,  -6.01,  -3.30,  -5.09,  -2.95,  -0.59,  -3.63,  -4.62,  -3.57,  -6.23,  -4.95, -12.28,   0.82,  -0.61,  -0.15,  -2.53,  -2.16,  -6.32,  -4.05,  -4.56,  -6.11,  -2.14,  -4.97,  -4.95,  -3.67,  -3.52
197903,   1.88,   7.50,   4.82,   7.00,   3.04,   4.67,   8.71,   4.83,   9.33,   7.58,   8.19,   8.97,   6.86,   4.90,   6.57,   6.65,   7.89,  16.11,   9.21,   1.63,  -0.19,   9.08,   7.50,   7.62,   9.42,   6.91,   5.62,   9.17,   6.77,   8.15
197904,  -0.75,   2.19,  -0.21,   2.23,   1.63,   0.51,  -0.59,   0.26,  -2.20,   0.80,   2.64,  -1.09,  -0.59,  -0.34,   2.13,  -1.11,  -0.95,  -7.90,   4.35,  -3.24,  -2.16,   3.65,   0.13,  -2.42,   0.02,  -0.60,   0.52,   6.85,   1.16,   2.41
197905,  -1.85,  -5.07,  -3.73,  -2.23,  -3.25,  -3.56,   0.11,  -3.29,  -3.57,  -2.08,  -2.37,  -3.34,  -1.26,  -1.52,  -3.22,  -5.66,   2.08,   6.57,  -3.56,   0.35,  -1.64,  -0.77,  -2.70,  -1.53,   0.36,  -1.65,  -3.43,  -3.26,  -0.26,  -1.87
197906,   2.65,   5.48,   5.10,   1.81,   1.82,   0.81,   0.23,   4.77,   3.49,   3.21,   3.89,   1.96,   5.99,  10.05,   2.54,   4.63,   8.47,  13.97,   9.13,   4.18,   1.75,   4.46,   0.27,   1.88,   2.42,   3.04,   2.35,   2.24,   8.07,   6.07
197907,   0.64,   0.60,   4.79,   3.89,   3.18,   0.31,   1.49,   0.03,   3.87,   0.35,   3.52,   4.25,   2.88,   2.00,   0.45,   3.67,   2.75,  -3.78,   1.36,   1.55,  -0.13,   4.30,  -1.79,  -1.39,   7.67,   1.03,   0.60,   2.92,   3.02,   1.03
197908,   6.24,  11.33,   7.83,   5.67,   7.43,   6.12,   8.57,   7.82,   6.29,   3.45,   8.07,   6.22,   5.58,   5.40,   3.78,  12.81,   7.59,   2.92,   7.15,   1.05,  -0.24,   7.49,   5.11,   6.85,   5.25,   7.54,   8.50,   6.07,   4.67,   6.38
197909,  -2.27,  -1.26,  -5.32,   1.86,   0.28,  -4.21,  -1.73,  -0.58,   2.24,  -2.59,  -0.33,   2.29,  -1.46,  -4.70,   1.94,   0.28,   6.65,   3.00,   5.93,  -2.72,  -2.61,  -0.43,  -1.89,  -1.58,  -4.06,   2.96,  -2.15,  -4.15,  -1.58,  -0.62
197910,  -8.62,  -9.63,  -3.77,  -9.14,  -7.14,  -7.75,  -9.43,  -4.50,  -8.18,  -9.89, -10.15, -11.88,  -8.71,  -6.83, -11.77,  -8.11, -11.33, -16.80,  -2.81,  -6.55,  -5.07, -10.14,  -7.77,  -9.07, -11.60,  -9.07,  -8.85, -12.13, -10.38,  -9.55
197911,   4.19,   7.75,   5.60,   7.21,   2.23,   0.23,   7.12,   8.16,   5.67,   3.34,   4.76,  -0.44,   6.96,   3.99,  -5.22,  10.88,   9.34,  17.94,   8.15,   6.74,   2.25,   9.88,   7.40,  -0.31,   6.18,   9.16,   2.55,   0.71,   5.92,   6.96
197912,   1.73,   3.63,   2.70,   8.31,   4.84,   2.63,   4.46,   1.94,   4.98,   7.58,   4.49,   7.98,   2.71,   4.47,   0.97,   8.17,  17.51,   5.62,   2.39,  -1.71,  -1.93,   4.02,   1.67,   3.14,   3.64,   9.29,   0.94,   5.35,   1.16,   5.77
198001,   2.74,  10.79,  -0.63,   6.53,   3.85,   1.05,   1.14,  -1.39,   4.14,   4.60,   7.94,  17.37,   7.68,   7.94,   9.48,  24.09,  15.51,   7.61,  14.01,   0.96,  -2.08,   6.77,   7.22,   4.97,   9.21,   5.30,  -0.75,   5.05,   1.79,   7.72
198002,  -6.26,  -2.83,  -5.72,  -3.72,  -6.90,  -5.41,  -1.08,  -5.28,  -1.81,  -1.63,  -2.74,  -0.76,  -3.85,  -5.09,  -7.72,  -8.79,   4.68,  -0.97,  12.47,  -4.44,  -3.29,  -3.67,  -4.26,  -0.57,  -4.97,  -2.83,  -6.24,  -5.74,  -5.39,  -2.62
198003,  -8.83, -13.93,  -1.21,  -9.18, -11.91,  -4.76,  -6.22,  -2.96, -12.53, -14.96, -15.01, -18.80, -12.88,  -9.02, -10.10, -12.46, -21.19, -21.41, -17.94,  -7.33,  -3.05, -15.48, -12.84, -11.44, -14.25, -10.07,  -8.07, -13.65,  -9.63, -16.10
198004,   7.14,   4.44,   9.56,   4.15,   2.77,   4.05,   2.14,   4.16,   4.81,   5.31,   3.46,   1.92,   0.09,   2.25,  -2.89,  -2.09,   0.93,   1.78,   6.62,  11.39,   7.30,   8.84,   0.49,   3.10,  -0.09,  -2.23,   4.44,   6.62,   6.53,   7.15
198005,   7.34,   8.85,   8.04,   4.39,   9.03,   5.56,   1.47,   6.34,   6.92,   7.07,   7.92,   4.30,   5.33,   6.98,   2.04,  -0.16,   6.83,  15.92,   3.25,   3.52,   3.09,   7.05,   3.92,   6.11,  11.00,  11.91,   8.75,  12.11,   7.45,   6.98
198006,   1.44,   3.26,   5.24,  -0.08,   2.46,   0.89,   3.45,   0.06,   1.85,   1.24,   4.51,   2.15,   6.01,   0.52,   1.71,  -0.08,  13.17,   5.91,   5.72,   3.80,  -0.87,   3.90,   2.95,   0.80,   1.35,   1.51,   2.22,   3.64,   4.15,   4.41
198007,   5.02,   8.91,   7.33,   8.42,  10.96,  10.15,  14.76,   8.71,   8.36,  11.03,  12.60,  12.56,  11.55,  14.46,  12.67,  11.25,   8.13,   5.97,   1.64,  -0.67,   0.98,  12.82,  15.16,   9.38,  16.14,  11.80,  10.66,   9.36,   2.99,  10.24
198008,  -0.32,   0.57,  -1.53,   3.69,   4.36,   0.28,   1.22,  -0.30,   2.57,   4.45,   0.66,   0.27,   0.54,  -1.57,   2.27,   1.51,   5.57,  -0.19,   3.10,  -2.11,   4.55,   6.61,   2.88,  -0.78,  -0.14,   6.72,  -0.36,   0.44,   1.45,   4.76
198009,  -1.28,   0.90,  -1.96,   3.32,   3.94,   0.10,   2.30,   3.52,   1.75,  -0.56,   1.41,   4.36,   5.66,   1.67,   1.81,   4.00,  12.31,   7.01,   6.42,  -0.63,  -1.98,   5.70,   1.89,  -0.40,   1.41,   6.77,  -0.92,   3.23,   2.06,   4.46
198010,  -1.53,   0.23,   3.56,   0.34,  -0.71,   0.23,   0.59,  -1.45,  -1.22,   1.38,   3.54,  -1.50,   3.23,   2.01,  -4.41,  -2.95,  -0.45,   0.34,   7.43,   1.24,  -3.27,   4.02,   1.77,   0.20,   6.05,  -0.41,  -2.11,  -1.54,  -0.18,   3.59
198011,  -0.90,  -0.20,   1.95,  17.27,   3.17,   4.88,   2.52,   8.39,   8.59,  -2.20,   6.19,   4.97,  12.26,  11.51,  -1.83,  17.04,   6.77,  14.35,  23.92,   6.47,  -1.76,   9.22,   9.16,   5.21,  12.79,   8.85,  -0.03,  -1.12,   5.20,  10.87
198012,   2.59,  -4.36,   0.40,  -4.03,   1.08,  -1.37,  -2.16,   4.45,  -2.33,  -3.06,  -4.41,  -4.48,  -4.31,  -4.72,  -0.22,   4.95,  -7.83,  -9.84, -10.67,  -2.63,   0.63,  -3.22,  -1.38,  -2.91,  -5.92,  -7.14,   0.10,  -0.17,   2.54,   1.68
198101,   2.03,   4.47,  -1.38,  -4.31,  -1.13,  -1.23,   7.60,  -1.68,   0.67,   6.84,  -2.28,   0.68,  -6.84,  -2.51,  -1.30,  -7.83,  -8.15,  -8.46, -10.33,  -3.09,   5.52,  -1.98,  -8.28,   1.00,   2.09,  -3.18,   0.19,   0.74,  -2.80,  -6.66
198102,   1.77,   2.53,   2.73,   3.44,   1.84,   8.55,   2.21,   1.27,   3.30,   0.80,   3.00,   1.56,   3.00,   1.11,   5.85,  -3.89,  -4.08,  -0.75,  -1.13,  -2.24,   0.11,   0.51,  -0.17,   6.48,   1.60,  -1.65,   2.56,   7.14,   1.62,   0.96
198103,   6.37,   7.66,   4.97,  13.23,   7.77,   2.49,   8.03,   5.76,   2.19,   4.23,   7.94,  19.71,   5.33,   9.30,   7.62,   2.36,  16.66,   3.94,  -2.43,   2.09,   0.98,   9.54,   4.57,   5.87,  11.52,  12.54,  13.25,   9.30,   6.27,   5.51
198104,  -0.24,  -2.06,   1.00,   2.01,   5.51,  -0.73,  -3.50,   2.93,  -2.50,  10.27,  -2.14,  -1.70,  -0.25,   4.97,   1.60,   0.82,  -0.49,  -6.88,  -7.71,  -3.23,   6.19,   4.51,  -0.10,  -3.52,   1.84,  -1.42,   4.12,   4.36,   0.36,   2.14
198105,   2.32,   0.70,   1.15,   5.88,   4.42,  -0.58,   1.53,   2.96,  -1.89,   0.25,  -0.25,  -0.81,  -1.30,   2.64,   2.04,  -1.35,  -0.64,   0.26,  -4.75,   0.78,   5.24,   2.73,   3.61,  -1.07,   4.89,   1.70,   1.95,   3.02,   2.46,   4.04
198106,  -1.53,   0.32,   0.87,  -6.94,  -1.07,  -2.12,   0.94,  -5.72,   1.89,  -0.76,  -1.98,  -6.61,  -3.31,  -4.72,  -2.84,  -2.93,  -2.62,   0.72,   4.63,   2.57,  -2.09,  -4.30,  -6.93,  -0.17,  -7.17,  -2.95,  -1.33,  -1.53,   1.08,  -5.72
198107,  -1.36,  -1.18,   2.22,  -7.07,  -2.13,  -3.12,   0.35,  -4.03,  -4.11,  -3.39,  -5.51,   0.07,   0.62,  -5.56,  -3.56,  -7.07,   4.89,   8.64,   7.81,   2.23,   0.36,  -3.60,  -3.74,  -3.92,  -4.67,  -3.79,  -3.09,  -6.35,  -3.30,  -1.64
